Name: Sealed Graffiti | Tilt (Bazooka Pink)                                      $0.03 USD           #1,472
Name: Sticker | coldzera (Gold) | Krakow 2017                                    $35.39 USD          #14
Name: Sticker | shox (Gold) | Krakow 2017                                        $35.56 USD          #15
Name: StatTrak(TM) Glock-18 | Dragon Tattoo (Factory New)                        $35.57 USD          #64
Name: UMP-45 | Blaze (Minimal Wear)                                              $35.61 USD          #22
Name: StatTrak(TM) AWP | Electric Hive (Well-Worn)                               $35.65 USD          #6
Name: StatTrak(TM) Desert Eagle | Heirloom (Factory New)                         $35.65 USD          #9
Name: StatTrak(TM) G3SG1 | Flux (Factory New)                                    $35.77 USD          #6
Name: M4A1-S | Golden Coil (Factory New)                                         $35.78 USD          #35
Name: Krakow 2017 Cobblestone Souvenir Package                                   $35.83 USD          #1,301
Name: P90 | Death by Kitty (Minimal Wear)                                        $36.00 USD          #39
Name: StatTrak(TM) M4A4 | Desert-Strike (Factory New)                            $36.69 USD          #21
Name: P90 | Emerald Dragon (Well-Worn)                                           $36.87 USD          #2
Name: AK-47 | Neon Revolution (Minimal Wear)                                     $36.86 USD          #57
Name: Souvenir SSG 08 | Tropical Storm (Factory New)                             $36.96 USD          #4
Name: AWP | Asiimov (Field-Tested)                                               $36.88 USD          #211
Name: AK-47 | Fuel Injector (Field-Tested)                                       $36.89 USD          #43
Name: StatTrak(TM) Glock-18 | Dragon Tattoo (Minimal Wear)                       $36.97 USD          #7
Name: Souvenir USP-S | Road Rash (Field-Tested)                                  $36.97 USD          #8
Name: StatTrak(TM) CZ75-Auto | Yellow Jacket (Factory New)                       $36.98 USD          #6
Name: Desert Eagle | Pilot (Factory New)                                         $37.03 USD          #14
Name: StatTrak(TM) USP-S | Serum (Factory New)                                   $37.26 USD          #18
Name: Souvenir SG 553 | Damascus Steel (Factory New)                             $37.49 USD          #2
Name: Souvenir G3SG1 | VariCamo (Factory New)                                    $37.95 USD          #2
Name: P250 | Nuclear Threat (Minimal Wear)                                       $37.95 USD          #12
Name: AWP | Oni Taiji (Well-Worn)                                                $37.95 USD          #10
Name: StatTrak(TM) Glock-18 | Water Elemental (Factory New)                      $38.00 USD          #14
Name: P2000 | Ocean Foam (Minimal Wear)                                          $38.00 USD          #9
Name: StatTrak(TM) PP-Bizon | Judgement of Anubis (Factory New)                  $38.00 USD          #18
Name: Sticker | pashaBiceps (Gold) | Krakow 2017                                 $38.11 USD          #30
Name: StatTrak(TM) M4A1-S | Chantico's Fire (Well-Worn)                          $38.15 USD          #10
Name: Sticker | Team Dignitas | Katowice 2014                                    $38.19 USD          #43
Name: StatTrak(TM) USP-S | Orion (Field-Tested)                                  $38.29 USD          #13
Name: UMP-45 | Fallout Warning (Factory New)                                     $38.80 USD          #7
Name: AWP | Oni Taiji (Field-Tested)                                             $38.38 USD          #33
Name: Souvenir UMP-45 | Blaze (Factory New)                                      $38.38 USD          #48
Name: Souvenir USP-S | Night Ops (Minimal Wear)                                  $38.53 USD          #4
Name: StatTrak(TM) AK-47 | Point Disarray (Field-Tested)                         $38.57 USD          #30
Name: StatTrak(TM) M4A1-S | Golden Coil (Well-Worn)                              $38.89 USD          #14
Name: StatTrak(TM) P250 | Cartel (Factory New)                                   $38.93 USD          #7
Name: AUG | Akihabara Accept (Battle-Scarred)                                    $38.99 USD          #9
Name: P2000 | Ocean Foam (Factory New)                                           $39.00 USD          #64
Name: StatTrak(TM) M4A4 | Buzz Kill (Battle-Scarred)                             $39.10 USD          #10
Name: StatTrak(TM) P90 | Shapewood (Factory New)                                 $39.24 USD          #9
Name: Operation Bravo Pass                                                       $39.15 USD          #77
Name: StatTrak(TM) SG 553 | Wave Spray (Factory New)                             $39.35 USD          #5
Name: StatTrak(TM) XM1014 | Tranquility (Factory New)                            $39.35 USD          #6
Name: AK-47 | Aquamarine Revenge (Factory New)                                   $39.38 USD          #33
Name: Sticker | 3DMAX | Katowice 2014                                            $39.56 USD          #25
Name: StatTrak(TM) M4A4 | Royal Paladin (Field-Tested)                           $39.60 USD          #14
Name: Tec-9 | Nuclear Threat (Minimal Wear)                                      $39.87 USD          #16
Name: Sticker | kennyS (Foil) | Cologne 2016                                     $39.99 USD          #13
Name: StatTrak(TM) Desert Eagle | Cobalt Disruption (Factory New)                $39.99 USD          #20
Name: StatTrak(TM) Desert Eagle | Hypnotic (Factory New)                         $40.16 USD          #33
Name: Souvenir CZ75-Auto | Chalice (Minimal Wear)                                $40.28 USD          #3
Name: Desert Eagle | Hand Cannon (Well-Worn)                                     $40.55 USD          #9
Name: Sticker | Clan-Mystik | Katowice 2014                                      $40.54 USD          #22
Name: StatTrak(TM) AK-47 | Red Laminate (Battle-Scarred)                         $40.48 USD          #11
Name: Sticker | Vox Eminor (Holo) | Katowice 2015                                $40.52 USD          #61
Name: AWP | Hyper Beast (Minimal Wear)                                           $40.55 USD          #82
Name: AK-47 | Case Hardened (Minimal Wear)                                       $40.55 USD          #238
Name: DreamHack Cluj-Napoca 2015 Cobblestone Souvenir Package                    $40.65 USD          #161
Name: StatTrak(TM) Desert Eagle | Cobalt Disruption (Field-Tested)               $40.97 USD          #8
Name: StatTrak(TM) AK-47 | Aquamarine Revenge (Well-Worn)                        $41.02 USD          #14
Name: Souvenir M4A1-S | Boreal Forest (Well-Worn)                                $41.12 USD          #2
Name: G3SG1 | Arctic Camo (Factory New)                                          $41.12 USD          #4
Name: Cologne 2016 Cobblestone Souvenir Package                                  $41.10 USD          #203
Name: StatTrak(TM) P2000 | Fire Elemental (Well-Worn)                            $41.12 USD          #6
Name: StatTrak(TM) AK-47 | Jaguar (Battle-Scarred)                               $41.13 USD          #5
Name: M4A4 | Asiimov (Well-Worn)                                                 $41.35 USD          #26
Name: P90 | Fallout Warning (Factory New)                                        $41.60 USD          #8
Name: G3SG1 | Arctic Camo (Factory New)                                          $41.12 USD          #4
Name: Souvenir M4A1-S | Boreal Forest (Well-Worn)                                $41.12 USD          #2
Name: Cologne 2016 Cobblestone Souvenir Package                                  $41.10 USD          #203
Name: StatTrak(TM) P2000 | Fire Elemental (Well-Worn)                            $41.12 USD          #6
Name: StatTrak(TM) AK-47 | Jaguar (Battle-Scarred)                               $41.13 USD          #5
Name: M4A4 | Asiimov (Well-Worn)                                                 $41.35 USD          #26
Name: P90 | Fallout Warning (Factory New)                                        $41.60 USD          #8
Name: Souvenir Desert Eagle | Hand Cannon (Field-Tested)                         $41.60 USD          #17
Name: ESL One Cologne 2015 Cobblestone Souvenir Package                          $41.74 USD          #218
Name: ESL One Cologne 2014 Nuke Souvenir Package                                 $41.80 USD          #13
Name: StatTrak(TM) AK-47 | Red Laminate (Well-Worn)                              $41.97 USD          #7
Name: StatTrak(TM) AK-47 | Red Laminate (Field-Tested)                           $41.97 USD          #39
Name: Souvenir USP-S | Road Rash (Well-Worn)                                     $42.25 USD          #11
Name: Sticker | Titan (Foil) | Katowice 2015                                     $42.37 USD          #38
Name: StatTrak(TM) M4A1-S | Atomic Alloy (Factory New)                           $42.50 USD          #36
Name: Sticker | LGB eSports (Foil) | Katowice 2015                               $42.63 USD          #25
Name: AK-47 | Jet Set (Well-Worn)                                                $42.69 USD          #11
Name: StatTrak(TM) P90 | Asiimov (Minimal Wear)                                  $42.69 USD          #8
Name: Souvenir Desert Eagle | Hand Cannon (Battle-Scarred)                       $42.81 USD          #6
Name: AK-47 | Hydroponic (Field-Tested)                                          $42.84 USD          #46
Name: Sticker | King on the Field                                                $42.98 USD          #22
Name: Souvenir Tec-9 | Nuclear Threat (Well-Worn)                                $42.98 USD          #2
Name: Atlanta 2017 Cobblestone Souvenir Package                                  $42.98 USD          #323
Name: USP-S | Kill Confirmed (Minimal Wear)                                      $42.98 USD          #25
Name: StatTrak(TM) M4A4 | Bullet Rain (Minimal Wear)                             $43.04 USD          #12
Name: AWP | Graphite (Minimal Wear)                                              $43.29 USD          #32
Name: DreamHack 2014 Dust II Souvenir Package                                    $43.39 USD          #16
Name: Souvenir MP7 | Anodized Navy (Factory New)                                 $43.87 USD          #7
Name: AWP | Graphite (Factory New)                                               $43.76 USD          #182
Name: Souvenir Sawed-Off | Full Stop (Factory New)                               $43.59 USD          #2
Name: StatTrak(TM) MP9 | Airlock (Factory New)                                   $44.00 USD          #3
Name: StatTrak(TM) Five-SeveN | Hyper Beast (Well-Worn)                          $44.00 USD          #9
Name: StatTrak(TM) AWP | Hyper Beast (Battle-Scarred)                            $44.05 USD          #12
Name: StatTrak(TM) USP-S | Orion (Minimal Wear)                                  $44.07 USD          #12
Name: AK-47 | Jet Set (Battle-Scarred)                                           $44.07 USD          #6
Name: Sticker | HellRaisers | Katowice 2014                                      $44.08 USD          #24
Name: AK-47 | Vulcan (Minimal Wear)                                              $44.13 USD          #82
Name: StatTrak(TM) AK-47 | Point Disarray (Well-Worn)                            $44.13 USD          #2
Name: ESL One Katowice 2015 Cobblestone Souvenir Package                         $44.39 USD          #143
Name: Glock-18 | Sand Dune (Factory New)                                         $44.51 USD          #4
Name: Galil AR | Winter Forest (Factory New)                                     $44.05 USD          #7
Name: Souvenir P90 | Teardown (Field-Tested)                                     $44.90 USD          #4
Name: StatTrak(TM) Desert Eagle | Directive (Factory New)                        $44.71 USD          #6
Name: Souvenir M4A4 | Radiation Hazard (Minimal Wear)                            $44.98 USD          #27
Name: Souvenir XM1014 | Fallout Warning (Factory New)                            $45.24 USD          #5
Name: StatTrak(TM) M4A4 | X-Ray (Factory New)                                    $45.14 USD          #29
Name: Souvenir Tec-9 | Brass (Factory New)                                       $45.17 USD          #14
Name: StatTrak(TM) SSG 08 | Dragonfire (Well-Worn)                               $45.32 USD          #5
Name: StatTrak(TM) AWP | Electric Hive (Minimal Wear)                            $45.32 USD          #26
Name: DreamHack 2014 Overpass Souvenir Package                                   $45.32 USD          #30
Name: StatTrak(TM) AK-47 | Frontside Misty (Minimal Wear)                        $45.61 USD          #34
Name: StatTrak(TM) CZ75-Auto | Victoria (Well-Worn)                              $45.67 USD          #3
Name: M4A1-S | Master Piece (Minimal Wear)                                       $45.79 USD          #30
Name: StatTrak(TM) SSG 08 | Dragonfire (Field-Tested)                            $45.91 USD          #18
Name: StatTrak(TM) SG 553 | Cyrex (Factory New)                                  $45.92 USD          #8
Name: StatTrak(TM) M4A1-S | Golden Coil (Field-Tested)                           $45.94 USD          #19
Name: AK-47 | Jet Set (Field-Tested)                                             $46.00 USD          #8
Name: StatTrak(TM) PP-Bizon | Blue Streak (Factory New)                          $46.00 USD          #6
Name: M4A1-S | Hyper Beast (Factory New)                                         $46.15 USD          #36
Name: StatTrak(TM) Glock-18 | Wasteland Rebel (Minimal Wear)                     $46.30 USD          #10
Name: USP-S | Neo-Noir (Factory New)                                             $46.36 USD          #46
Name: AWP | Snake Camo (Factory New)                                             $46.08 USD          #7
Name: StatTrak(TM) AWP | Fever Dream (Factory New)                               $46.50 USD          #32
Name: StatTrak(TM) AK-47 | Jaguar (Well-Worn)                                    $46.92 USD          #13
Name: StatTrak(TM) Tec-9 | Fuel Injector (Factory New)                           $47.24 USD          #22
Name: Souvenir UMP-45 | Blaze (Minimal Wear)                                     $47.34 USD          #4
Name: Souvenir Tec-9 | Nuclear Threat (Field-Tested)                             $47.47 USD          #5
Name: Souvenir PP-Bizon | Sand Dashed (Factory New)                              $47.70 USD          #3
Name: AK-47 | Jaguar (Factory New)                                               $47.68 USD          #15
Name: AK-47 | Fuel Injector (Minimal Wear)                                       $47.68 USD          #37
Name: Souvenir CZ75-Auto | Chalice (Factory New)                                 $47.68 USD          #16
Name: StatTrak(TM) P2000 | Fire Elemental (Minimal Wear)                         $47.70 USD          #18
Name: Souvenir USP-S | Night Ops (Battle-Scarred)                                $48.42 USD          #1
Name: StatTrak(TM) M4A4 | Buzz Kill (Field-Tested)                               $48.30 USD          #18
Name: Sticker | Team LDLC.com | Katowice 2014                                    $48.64 USD          #14
Name: AUG | Akihabara Accept (Well-Worn)                                         $48.65 USD          #19
Name: StatTrak(TM) SG 553 | Ultraviolet (Factory New)                            $48.76 USD          #7
Name: Souvenir AWP | Safari Mesh (Well-Worn)                                     $48.82 USD          #5
Name: Sticker | FalleN (Gold) | Krakow 2017                                      $49.10 USD          #20
Name: StatTrak(TM) Five-SeveN | Case Hardened (Factory New)                      $49.13 USD          #29
Name: AK-47 | Bloodsport (Field-Tested)                                          $49.35 USD          #76
Name: AK-47 | Bloodsport (Well-Worn)                                             $49.35 USD          #25
Name: AK-47 | Hydroponic (Well-Worn)                                             $49.80 USD          #2
Name: StatTrak(TM) M4A4 | Desolate Space (Minimal Wear)                          $49.93 USD          #24
Name: Souvenir M249 | Gator Mesh (Factory New)                                   $50.00 USD          #4
Name: AK-47 | Bloodsport (Minimal Wear)                                          $50.08 USD          #72
Name: Sawed-Off | First Class (Battle-Scarred)                                   $50.57 USD          #5
Name: AWP | Oni Taiji (Minimal Wear)                                             $50.73 USD          #27
Name: M4A1-S | Icarus Fell (Factory New)                                         $50.75 USD          #139
Name: StatTrak(TM) USP-S | Neo-Noir (Well-Worn)                                  $50.96 USD          #8
Name: StatTrak(TM) P250 | Splash (Factory New)                                   $51.44 USD          #11
Name: StatTrak(TM) M4A4 | %E9%BE%8D%E7%8E%8B (Dragon King) (Factory New)         $51.71 USD          #27
Name: Desert Eagle | Crimson Web (Factory New)                                   $51.72 USD          #7
Name: StatTrak(TM) M4A1-S | Decimator (Factory New)                              $51.75 USD          #18
Name: StatTrak(TM) AK-47 | Vulcan (Battle-Scarred)                               $52.10 USD          #6
Name: StatTrak(TM) M4A4 | The Battlestar (Factory New)                           $52.27 USD          #10
Name: Souvenir M4A4 | Tornado (Factory New)                                      $53.10 USD          #18
Name: StatTrak(TM) AK-47 | Jaguar (Field-Tested)                                 $53.09 USD          #21
Name: Sticker | Stewie2K (Gold) | Krakow 2017                                    $53.29 USD          #16
Name: StatTrak(TM) M4A4 | Hellfire (Minimal Wear)                                $53.40 USD          #14
Name: Souvenir Desert Eagle | Urban DDPAT (Factory New)                          $53.40 USD          #7
Name: StatTrak(TM) M4A1-S | Chantico's Fire (Field-Tested)                       $53.45 USD          #20
Name: MLG Columbus 2016 Cobblestone Souvenir Package                             $53.50 USD          #93
Name: Sticker | compLexity Gaming | Katowice 2014                                $53.53 USD          #22
Name: StatTrak(TM) AWP | Hyper Beast (Well-Worn)                                 $53.66 USD          #11
Name: StatTrak(TM) SCAR-20 | Cardiac (Factory New)                               $54.90 USD          #5
Name: Sticker | mousesports | Katowice 2014                                      $54.74 USD          #11
Name: Souvenir Galil AR | VariCamo (Well-Worn)                                   $54.85 USD          #4
Name: Five-SeveN | Hyper Beast (Factory New)                                     $55.15 USD          #16
Name: StatTrak(TM) AWP | Elite Build (Factory New)                               $55.89 USD          #13
Name: P250 | Whiteout (Factory New)                                              $56.00 USD          #16
Name: StatTrak(TM) M4A1-S | Hyper Beast (Minimal Wear)                           $56.05 USD          #31
Name: AK-47 | Neon Revolution (Factory New)                                      $56.17 USD          #42
Name: Sticker | Virtus.Pro | Katowice 2014                                       $56.46 USD          #22
Name: Sticker | Vox Eminor | Katowice 2014                                       $56.50 USD          #14
Name: StatTrak(TM) AK-47 | Neon Revolution (Battle-Scarred)                      $56.97 USD          #9
Name: Souvenir Glock-18 | Groundwater (Factory New)                              $57.04 USD          #5
Name: Souvenir MP7 | Orange Peel (Factory New)                                   $57.38 USD          #3
Name: M4A1-S | Icarus Fell (Minimal Wear)                                        $57.16 USD          #18
Name: StatTrak(TM) Music Kit | Sean Murray, A*D*8                                $57.50 USD          #3
Name: Souvenir M249 | Gator Mesh (Minimal Wear)                                  $57.50 USD          #4
Name: Souvenir Dual Berettas | Cobalt Quartz (Field-Tested)                      $57.50 USD          #3
Name: Negev | Anodized Navy (Factory New)                                        $57.53 USD          #24
Name: * Shadow Daggers | Safari Mesh (Well-Worn)                                 $57.58 USD          #4
Name: Sticker | Ninjas in Pyjamas | Katowice 2014                                $57.85 USD          #15
Name: StatTrak(TM) M4A1-S | Mecha Industries (Well-Worn)                         $57.88 USD          #6
Name: Souvenir AWP | Safari Mesh (Minimal Wear)                                  $57.87 USD          #4
Name: StatTrak(TM) UMP-45 | Primal Saber (Factory New)                           $58.00 USD          #22
Name: StatTrak(TM) R8 Revolver | Fade (Factory New)                              $57.74 USD          #14
Name: StatTrak(TM) Music Kit | Austin Wintory, Desert Fire                       $58.03 USD          #5
Name: M4A4 | Asiimov (Field-Tested)                                              $58.35 USD          #72
Name: AWP | Hyper Beast (Factory New)                                            $58.43 USD          #44
Name: StatTrak(TM) Five-SeveN | Hyper Beast (Field-Tested)                       $58.56 USD          #6
Name: StatTrak(TM) AK-47 | Aquamarine Revenge (Field-Tested)                     $58.66 USD          #15
Name: * Gut Knife | Urban Masked (Field-Tested)                                  $58.95 USD          #11
Name: ESL One Cologne 2014 Overpass Souvenir Package                             $58.95 USD          #11
Name: * Gut Knife | Safari Mesh (Field-Tested)                                   $59.50 USD          #12
Name: Souvenir Glock-18 | Candy Apple (Minimal Wear)                             $60.00 USD          #6
Name: Souvenir Five-SeveN | Silver Quartz (Minimal Wear)                         $60.20 USD          #4
Name: * Gut Knife | Forest DDPAT (Field-Tested)                                  $60.21 USD          #11
Name: * Shadow Daggers | Forest DDPAT (Field-Tested)                             $60.33 USD          #16
Name: * Falchion Knife | Urban Masked (Battle-Scarred)                           $60.33 USD          #9
Name: * Falchion Knife | Safari Mesh (Battle-Scarred)                            $60.40 USD          #2
Name: * Gut Knife | Urban Masked (Battle-Scarred)                                $60.80 USD          #7
Name: StatTrak(TM) AWP | BOOM (Field-Tested)                                     $60.81 USD          #17
Name: Souvenir USP-S | Forest Leaves (Battle-Scarred)                            $60.81 USD          #1
Name: * Shadow Daggers | Safari Mesh (Field-Tested)                              $60.83 USD          #22
Name: * Falchion Knife | Scorched (Battle-Scarred)                               $60.83 USD          #5
Name: * Falchion Knife | Scorched (Field-Tested)                                 $60.87 USD          #22
Name: * Shadow Daggers | Safari Mesh (Minimal Wear)                              $60.95 USD          #8
Name: * Falchion Knife | Urban Masked (Field-Tested)                             $61.00 USD          #15
Name: * Falchion Knife | Safari Mesh (Field-Tested)                              $61.21 USD          #18
Name: * Shadow Daggers | Boreal Forest (Field-Tested)                            $61.25 USD          #35
Name: * Falchion Knife | Safari Mesh (Well-Worn)                                 $61.41 USD          #7
Name: StatTrak(TM) USP-S | Neo-Noir (Field-Tested)                               $61.58 USD          #13
Name: * Shadow Daggers | Scorched (Battle-Scarred)                               $61.58 USD          #8
Name: * Shadow Daggers | Scorched (Field-Tested)                                 $61.58 USD          #11
Name: * Falchion Knife | Forest DDPAT (Field-Tested)                             $61.66 USD          #22
Name: * Falchion Knife | Forest DDPAT (Well-Worn)                                $61.70 USD          #13
Name: StatTrak(TM) M4A1-S | Cyrex (Factory New)                                  $61.92 USD          #22
Name: * Falchion Knife | Urban Masked (Well-Worn)                                $61.94 USD          #9
Name: * Gut Knife | Forest DDPAT (Well-Worn)                                     $62.04 USD          #5
Name: StatTrak(TM) AWP | Redline (Well-Worn)                                     $62.00 USD          #4
Name: StatTrak(TM) AWP | Electric Hive (Factory New)                             $62.10 USD          #28
Name: * Falchion Knife | Stained (Well-Worn)                                     $62.40 USD          #13
Name: StatTrak(TM) P90 | Emerald Dragon (Well-Worn)                              $62.59 USD          #6
Name: * Gut Knife | Safari Mesh (Well-Worn)                                      $62.69 USD          #2
Name: * Falchion Knife | Boreal Forest (Battle-Scarred)                          $62.69 USD          #5
Name: StatTrak(TM) CZ75-Auto | The Fuschia Is Now (Well-Worn)                    $62.69 USD          #2
Name: * Shadow Daggers | Stained (Field-Tested)                                  $62.73 USD          #14
Name: * Shadow Daggers | Forest DDPAT (Minimal Wear)                             $62.73 USD          #8
Name: * Shadow Daggers | Urban Masked (Field-Tested)                             $62.75 USD          #9
Name: StatTrak(TM) USP-S | Orion (Well-Worn)                                     $62.85 USD          #5
Name: * Falchion Knife | Safari Mesh (Minimal Wear)                              $62.99 USD          #11
Name: * Falchion Knife | Scorched (Minimal Wear)                                 $62.99 USD          #5
Name: * Gut Knife | Scorched (Field-Tested)                                      $63.07 USD          #12
Name: * Falchion Knife | Stained (Field-Tested)                                  $63.19 USD          #13
Name: AK-47 | Jet Set (Minimal Wear)                                             $63.19 USD          #11
Name: * Shadow Daggers | Forest DDPAT (Battle-Scarred)                           $63.25 USD          #1
Name: StatTrak(TM) M4A4 | Buzz Kill (Well-Worn)                                  $63.25 USD          #4
Name: * Gut Knife | Night (Field-Tested)                                         $63.34 USD          #14
Name: * Gut Knife | Night (Battle-Scarred)                                       $63.54 USD          #6
Name: MAG-7 | Bulldozer (Factory New)                                            $63.65 USD          #4
Name: * Falchion Knife | Stained (Battle-Scarred)                                $63.87 USD          #8
Name: * Gut Knife | Scorched (Well-Worn)                                         $64.00 USD          #6
Name: * Gut Knife | Ultraviolet (Battle-Scarred)                                 $64.00 USD          #8
Name: StatTrak(TM) M4A4 | Bullet Rain (Battle-Scarred)                           $65.14 USD          #4
Name: * Gut Knife | Boreal Forest (Field-Tested)                                 $64.40 USD          #7
Name: * Falchion Knife | Night (Battle-Scarred)                                  $64.41 USD          #13
Name: * Gut Knife | Urban Masked (Well-Worn)                                     $64.44 USD          #1
Name: Souvenir Glock-18 | Reactor (Factory New)                                  $64.44 USD          #8
Name: AWP | Lightning Strike (Factory New)                                       $64.44 USD          #79
Name: * StatTrak(TM) Gut Knife | Safari Mesh (Field-Tested)                      $64.51 USD          #6
Name: * Shadow Daggers | Safari Mesh (Battle-Scarred)                            $64.66 USD          #8
Name: StatTrak(TM) AK-47 | Wasteland Rebel (Field-Tested)                        $64.82 USD          #16
Name: * Shadow Daggers | Forest DDPAT (Well-Worn)                                $64.99 USD          #3
Name: StatTrak(TM) M4A4 | Royal Paladin (Well-Worn)                              $65.00 USD          #2
Name: StatTrak(TM) AK-47 | Wasteland Rebel (Battle-Scarred)                      $65.00 USD          #4
Name: * StatTrak(TM) Shadow Daggers | Scorched (Battle-Scarred)                  $65.00 USD          #5
Name: StatTrak(TM) AWP | Redline (Minimal Wear)                                  $65.03 USD          #1
Name: StatTrak(TM) P90 | Emerald Dragon (Field-Tested)                           $65.58 USD          #21
Name: * Gut Knife | Crimson Web (Field-Tested)                                   $65.58 USD          #21
Name: StatTrak(TM) M4A1-S | Mecha Industries (Minimal Wear)                      $65.59 USD          #23
Name: * Shadow Daggers | Boreal Forest (Minimal Wear)                            $65.63 USD          #5
Name: StatTrak(TM) SCAR-20 | Crimson Web (Factory New)                           $65.78 USD          #7
Name: * Falchion Knife | Forest DDPAT (Battle-Scarred)                           $65.80 USD          #12
Name: Sticker | shroud (Gold) | Krakow 2017                                      $65.82 USD          #21
Name: * Gut Knife | Safari Mesh (Minimal Wear)                                   $65.82 USD          #5
Name: * Bowie Knife | Urban Masked (Field-Tested)                                $65.84 USD          #13
Name: * StatTrak(TM) Gut Knife | Stained (Battle-Scarred)                        $65.96 USD          #3
Name: AUG | Hot Rod (Factory New)                                                $65.98 USD          #41
Name: * Shadow Daggers | Stained (Battle-Scarred)                                $66.10 USD          #3
Name: * Shadow Daggers | Urban Masked (Battle-Scarred)                           $66.47 USD          #9
Name: Souvenir M4A1-S | Nitro (Field-Tested)                                     $66.76 USD          #4
Name: * Shadow Daggers | Boreal Forest (Well-Worn)                               $66.75 USD          #7
Name: * Flip Knife | Scorched (Field-Tested)                                     $66.75 USD          #17
Name: AWP | Oni Taiji (Factory New)                                              $66.77 USD          #35
Name: * Gut Knife | Stained (Battle-Scarred)                                     $66.86 USD          #4
Name: * Gut Knife | Rust Coat (Battle-Scarred)                                   $66.96 USD          #14
Name: DreamHack 2013 Souvenir Package                                            $67.00 USD          #35
Name: * Gut Knife | Stained (Field-Tested)                                       $67.17 USD          #10
Name: * Huntsman Knife | Boreal Forest (Field-Tested)                            $67.19 USD          #14
Name: AK-47 | Case Hardened (Factory New)                                        $67.19 USD          #66
Name: * Shadow Daggers | Scorched (Well-Worn)                                    $67.19 USD          #6
Name: * Huntsman Knife | Scorched (Field-Tested)                                 $67.32 USD          #9
Name: * Gut Knife | Boreal Forest (Battle-Scarred)                               $67.32 USD          #8
Name: * Flip Knife | Safari Mesh (Battle-Scarred)                                $67.45 USD          #7
Name: * Gut Knife | Forest DDPAT (Battle-Scarred)                                $67.46 USD          #5
Name: Sticker | Headhunter (Foil)                                                $67.62 USD          #22
Name: * Shadow Daggers | Rust Coat (Battle-Scarred)                              $67.71 USD          #5
Name: * Gut Knife | Boreal Forest (Well-Worn)                                    $67.75 USD          #2
Name: Souvenir Glock-18 | Night (Factory New)                                    $67.85 USD          #11
Name: * Gut Knife | Forest DDPAT (Minimal Wear)                                  $67.91 USD          #11
Name: * Huntsman Knife | Safari Mesh (Battle-Scarred)                            $67.98 USD          #8
Name: * Shadow Daggers | Blue Steel (Well-Worn)                                  $67.98 USD          #12
Name: * Gut Knife | Stained (Well-Worn)                                          $67.98 USD          #2
Name: * Shadow Daggers | Stained (Minimal Wear)                                  $67.98 USD          #13
Name: * Gut Knife | Blue Steel (Field-Tested)                                    $68.00 USD          #7
Name: * Huntsman Knife | Safari Mesh (Field-Tested)                              $68.10 USD          #18
Name: * StatTrak(TM) Shadow Daggers | Forest DDPAT (Field-Tested)                $68.21 USD          #6
Name: * Gut Knife | Ultraviolet (Well-Worn)                                      $68.31 USD          #4
Name: * StatTrak(TM) Gut Knife | Urban Masked (Battle-Scarred)                   $68.35 USD          #1
Name: * Gut Knife | Crimson Web (Battle-Scarred)                                 $68.56 USD          #8
Name: * StatTrak(TM) Shadow Daggers | Scorched (Field-Tested)                    $68.54 USD          #5
Name: * Gut Knife | Damascus Steel (Field-Tested)                                $68.56 USD          #19
Name: * Huntsman Knife | Forest DDPAT (Field-Tested)                             $68.56 USD          #9
Name: * StatTrak(TM) Gut Knife | Safari Mesh (Battle-Scarred)                    $68.56 USD          #2
Name: * Shadow Daggers | Night (Field-Tested)                                    $68.56 USD          #11
Name: * StatTrak(TM) Gut Knife | Forest DDPAT (Field-Tested)                     $68.56 USD          #5
Name: * Shadow Daggers | Blue Steel (Minimal Wear)                               $68.56 USD          #11
Name: * Falchion Knife | Boreal Forest (Well-Worn)                               $68.56 USD          #4
Name: * StatTrak(TM) Shadow Daggers | Stained (Battle-Scarred)                   $68.57 USD          #5
Name: * Gut Knife | Blue Steel (Battle-Scarred)                                  $68.60 USD          #6
Name: * Falchion Knife | Boreal Forest (Field-Tested)                            $68.62 USD          #15
Name: * Falchion Knife | Forest DDPAT (Minimal Wear)                             $68.85 USD          #9
Name: * StatTrak(TM) Gut Knife | Boreal Forest (Field-Tested)                    $68.85 USD          #4
Name: * Shadow Daggers | Scorched (Minimal Wear)                                 $68.96 USD          #5
Name: StatTrak(TM) Desert Eagle | Kumicho Dragon (Factory New)                   $68.97 USD          #11
Name: StatTrak(TM) SSG 08 | Blood in the Water (Field-Tested)                    $69.00 USD          #10
Name: Operation Payback Pass                                                     $69.00 USD          #67
Name: M4A4 | Royal Paladin (Factory New)                                         $69.00 USD          #9
Name: * StatTrak(TM) Gut Knife | Scorched (Battle-Scarred)                       $69.00 USD          #3
Name: M4A1-S | Chantico's Fire (Factory New)                                     $69.00 USD          #21
Name: DreamHack 2014 Nuke Souvenir Package                                       $69.00 USD          #14
Name: P2000 | Grassland Leaves (Factory New)                                     $68.55 USD          #5
Name: * Shadow Daggers | Stained (Well-Worn)                                     $69.11 USD          #6
Name: * Flip Knife | Safari Mesh (Minimal Wear)                                  $69.15 USD          #7
Name: * Flip Knife | Night (Battle-Scarred)                                      $69.15 USD          #7
Name: * Bowie Knife | Safari Mesh (Field-Tested)                                 $69.15 USD          #8
Name: * Gut Knife | Urban Masked (Minimal Wear)                                  $69.15 USD          #10
